loan_id,customer_id,product_id,location_id,application_date_id,approval_date_id,loan_amount_requested,loan_amount_approved,approval_status,rejection_reason,interest_rate,interest_rate_type,loan_term_months,monthly_payment,outstanding_balance,total_paid,is_secured,collateral_type,collateral_value,credit_score_at_application,loan_status,missed_payments_count,days_past_due
1478,3868,8,27,20231202,,567053.83,,Rejected,Employment History,,Fixed,240,,,,True,Property,790381.06,713,,0,0
1479,2866,7,34,20231014,20231031.0,26015.06,23829.97,Approved,,6.54,Fixed,24,1061.97,18088.97,5741.0,False,,,609,Current,0,0
1480,519,9,50,20230818,20230829.0,298862.64,287708.45,Approved,,6.64,Variable,0,,264434.08,23274.37,True,Property,478223.64,645,Current,2,60
1481,4818,7,11,20220112,20220123.0,36223.53,33150.66,Approved,,6.93,Fixed,36,1022.54,32080.31,1070.35,False,,,737,Current,0,0
1482,3841,9,28,20230523,20230603.0,89587.51,87988.12,Approved,,7.14,Variable,0,,69398.47,18589.65,True,Property,141638.78,650,Paid Off,0,0
1483,4456,7,22,20220131,20220301.0,33586.61,31451.79,Approved,,5.11,Fixed,24,1381.38,23976.98,7474.81,False,,,818,Paid Off,0,0
1484,4684,9,41,20231207,20231223.0,120015.97,114513.96,Approved,,6.55,Variable,0,,91913.65,22600.31,True,Property,218980.63,648,Current,0,0
1485,126,7,10,20230427,,9265.04,,Rejected,High Debt-to-Income Ratio,,Fixed,60,,,,False,,,697,,0,0
1486,1670,7,25,20220405,20220423.0,11292.4,10192.94,Approved,,8.53,Fixed,24,463.47,10009.72,183.22,False,,,754,Current,0,0
1487,3101,8,11,20230331,20230415.0,209402.51,203416.1,Approved,,4.72,Fixed,300,1156.2,156330.07,47086.03,True,Property,247941.2,566,Current,0,0
1488,3828,8,8,20221219,20230115.0,757081.75,713656.52,Approved,,4.95,Fixed,240,4690.13,634112.19,79544.33,True,Property,1135479.56,539,Current,0,0
1489,1839,8,29,20220614,,1149494.94,,Pending,,,Fixed,300,,,,True,Property,1520773.3,557,,0,0
1490,4689,8,33,20230326,20230411.0,956752.87,944728.95,Approved,,5.07,Fixed,240,6271.38,905725.4,39003.55,True,Property,1236331.51,781,Current,0,0
1491,2103,9,46,20230410,20230424.0,135116.56,126186.6,Approved,,6.57,Variable,0,,96609.84,29576.76,True,Property,311445.75,635,Current,0,0
1492,4318,7,17,20220730,20220824.0,30701.84,29793.68,Approved,,5.96,Fixed,24,1319.94,23642.04,6151.64,False,,,884,Current,3,90
1493,1653,8,44,20231212,,1001013.96,,Rejected,Low Credit Score,,Fixed,240,,,,True,Property,1196726.15,634,,0,0
1494,3050,8,18,20230808,20230829.0,200726.09,187351.2,Approved,,4.33,Fixed,300,1023.36,142939.37,44411.83,True,Property,277654.06,694,Paid Off,0,0
1495,81,9,47,20221008,,71102.75,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,168474.8,803,,0,0
1496,3320,8,18,20220428,20220524.0,680704.04,674605.98,Approved,,6.39,Fixed,240,4986.09,477264.32,197341.66,True,Property,997023.57,840,Current,0,0
1497,2970,7,24,20220707,,15741.43,,Rejected,Incomplete Application,,Fixed,24,,,,False,,,844,,0,0
1498,2702,8,22,20220604,20220611.0,660254.61,601806.72,Approved,,4.06,Fixed,300,3196.53,507356.49,94450.23,True,Property,733046.25,776,Current,0,0
1499,470,7,40,20221121,20221123.0,23949.13,21817.65,Approved,,11.45,Fixed,48,568.67,20875.96,941.69,False,,,761,Current,2,60
1500,295,7,7,20220308,20220323.0,30060.31,29272.06,Approved,,11.68,Fixed,48,766.25,21763.15,7508.91,False,,,727,Current,0,0
1501,1773,9,21,20220504,,245216.68,,Rejected,Insufficient Income,,Variable,0,,,,True,Property,493536.46,742,,0,0
1502,2726,9,31,20230823,,143045.13,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,251501.78,635,,0,0
1503,255,7,11,20221011,20221023.0,29055.28,26356.67,Approved,,8.49,Fixed,24,1197.94,18725.29,7631.38,False,,,614,Current,0,0
1504,853,9,11,20230701,20230706.0,99548.51,88740.77,Approved,,5.66,Variable,0,,87108.67,1632.1,True,Property,158319.42,679,Current,0,0
1505,68,7,11,20220315,20220406.0,49619.72,45075.51,Approved,,9.7,Fixed,60,951.08,33625.63,11449.88,False,,,666,Current,0,0
1506,4009,7,39,20220411,20220415.0,39696.74,36217.45,Approved,,5.83,Fixed,48,847.75,35047.09,1170.36,False,,,643,Current,0,0
1507,3750,7,12,20230719,20230801.0,41056.56,35656.33,Approved,,9.98,Fixed,36,1150.19,26314.1,9342.23,False,,,735,Current,0,0
1508,3865,9,48,20230119,20230214.0,277358.58,250591.04,Approved,,4.12,Variable,0,,229667.07,20923.97,True,Property,506687.53,756,Current,0,0
1509,1106,9,37,20231202,20231217.0,225139.31,223450.14,Approved,,4.88,Variable,0,,212015.71,11434.43,True,Property,470621.24,687,Current,0,0
1510,3980,7,28,20230109,,6915.61,,Pending,,,Fixed,60,,,,False,,,798,,0,0
1511,676,9,9,20230626,20230725.0,199086.82,188826.21,Approved,,6.09,Variable,0,,163409.42,25416.79,True,Property,320516.2,588,Defaulted,0,0
1512,4036,7,20,20220424,,41862.77,,Rejected,High Debt-to-Income Ratio,,Fixed,36,,,,False,,,664,,0,0
1513,4667,8,27,20230227,20230327.0,338294.6,311293.22,Approved,,6.4,Fixed,300,2082.46,218838.11,92455.11,True,Property,410741.2,622,Current,0,0
1514,4016,8,27,20231004,,593398.63,,Pending,,,Fixed,300,,,,True,Property,842007.01,530,,0,0
1515,2855,7,5,20220707,20220730.0,48641.27,43075.84,Approved,,10.81,Fixed,24,2003.87,39908.02,3167.82,False,,,673,Paid Off,1,30
1516,400,7,16,20221118,20221123.0,44561.55,43079.52,Approved,,10.93,Fixed,36,1408.94,32452.31,10627.21,False,,,670,Delinquent,0,0
1517,4732,9,39,20221217,20221230.0,166558.39,161269.43,Approved,,6.29,Variable,0,,143526.82,17742.61,True,Property,313386.67,801,Current,1,30
1518,535,9,32,20221017,20221102.0,277197.57,241734.66,Approved,,6.75,Variable,0,,190534.71,51199.95,True,Property,511442.24,730,Current,0,0
1519,3394,8,12,20230129,20230226.0,819291.09,757628.94,Approved,,5.82,Fixed,300,4798.39,538000.67,219628.27,True,Property,1202992.39,598,Current,0,0
1520,1750,7,44,20230605,20230617.0,33516.91,31993.45,Approved,,10.65,Fixed,48,821.46,23466.58,8526.87,False,,,828,Current,0,0
1521,4489,9,39,20230505,,123777.34,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,265688.26,777,,0,0
1522,1619,9,17,20220704,20220712.0,159770.82,156072.31,Approved,,4.39,Variable,0,,123766.37,32305.94,True,Property,329212.88,726,Current,0,0
1523,3362,9,17,20220720,20220727.0,175955.42,166664.57,Approved,,6.4,Variable,0,,157831.36,8833.21,True,Property,338924.81,661,Current,0,0
1524,3542,8,10,20221110,20221206.0,400067.24,373080.22,Approved,,6.15,Fixed,300,2438.09,328477.95,44602.27,True,Property,444944.89,603,Current,1,30
1525,3098,9,27,20230330,,125615.39,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,256126.62,650,,0,0
1526,3860,7,16,20230825,,34248.95,,Rejected,Employment History,,Fixed,24,,,,False,,,767,,0,0
1527,2010,9,26,20230123,20230209.0,203330.87,179680.74,Approved,,5.65,Variable,0,,128677.06,51003.68,True,Property,482871.18,830,Current,0,0
1528,4157,8,43,20221017,20221026.0,1188883.42,1045603.89,Approved,,7.41,Fixed,300,7665.81,852107.6,193496.29,True,Property,1547388.26,803,Current,0,0
1529,2051,8,10,20230606,20230615.0,286240.18,285436.01,Approved,,6.2,Fixed,300,1874.12,272073.8,13362.21,True,Property,328782.36,640,Current,0,0
1530,4108,8,6,20220208,20220225.0,1178629.75,1146019.81,Approved,,5.22,Fixed,300,6847.23,984054.73,161965.08,True,Property,1483830.74,590,Current,0,0
1531,1988,9,49,20230630,20230727.0,275129.97,241657.57,Approved,,5.28,Variable,0,,188947.96,52709.61,True,Property,569305.81,691,Current,0,0
1532,1822,9,14,20220706,20220712.0,173535.19,150739.05,Approved,,5.18,Variable,0,,141381.6,9357.45,True,Property,427278.9,538,Current,0,0
1533,412,9,17,20230207,,69189.94,,Rejected,Employment History,,Variable,0,,,,True,Property,115658.11,705,,0,0
1534,3374,9,39,20230209,,170770.91,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,271933.3,668,,0,0
1535,2259,8,6,20220822,,528885.24,,Pending,,,Fixed,240,,,,True,Property,701419.35,642,,0,0
1536,1875,9,12,20221101,20221116.0,54313.73,53040.52,Approved,,6.91,Variable,0,,49896.47,3144.05,True,Property,88629.5,552,Current,0,0
1537,4458,9,44,20221205,20221208.0,272418.07,267563.82,Approved,,6.84,Variable,0,,198615.49,68948.33,True,Property,672173.7,721,Current,0,0
1538,1801,8,32,20231129,20231214.0,727780.9,642218.58,Approved,,4.99,Fixed,240,4234.81,492038.11,150180.47,True,Property,1071369.17,637,Current,0,0
1539,216,8,6,20221130,20221204.0,373807.07,361233.3,Approved,,5.83,Fixed,300,2290.04,298060.88,63172.42,True,Property,540655.81,586,Current,0,0
1540,614,7,1,20220102,20220103.0,35101.61,34495.82,Approved,,7.96,Fixed,36,1080.34,26083.85,8411.97,False,,,450,Current,0,0
1541,3385,9,17,20220207,20220304.0,260873.19,246694.23,Approved,,6.43,Variable,0,,187930.16,58764.07,True,Property,590891.4,677,Current,0,0
1542,3365,8,32,20221012,20221102.0,328671.28,287087.47,Approved,,5.51,Fixed,300,1764.68,279401.08,7686.39,True,Property,457237.63,821,Current,0,0
1543,4388,8,15,20220201,20220205.0,722116.32,683834.09,Approved,,6.3,Fixed,300,4532.2,486141.66,197692.43,True,Property,881979.13,812,Current,0,0
1544,275,8,27,20230630,,730864.27,,Rejected,Incomplete Application,,Fixed,240,,,,True,Property,961348.79,643,,0,0
1545,4161,7,37,20220811,,30228.34,,Rejected,Employment History,,Fixed,48,,,,False,,,631,,0,0
1546,2545,8,35,20231224,20231230.0,1079890.5,1027183.77,Approved,,5.53,Fixed,240,7083.28,879276.08,147907.69,True,Property,1191441.48,717,Paid Off,0,0
1547,1684,7,37,20230707,,44759.25,,Rejected,High Debt-to-Income Ratio,,Fixed,48,,,,False,,,600,,0,0
1548,2964,9,18,20221014,20221018.0,237694.46,219181.36,Approved,,7.25,Variable,0,,192405.32,26776.04,True,Property,593011.27,704,Current,0,0
1549,4600,7,5,20230829,20230901.0,31379.79,30934.98,Approved,,10.78,Fixed,36,1009.55,26052.15,4882.83,False,,,741,Current,1,30
1550,2997,8,19,20230427,,1082074.81,,Rejected,Employment History,,Fixed,240,,,,True,Property,1236476.43,778,,0,0
1551,1160,8,15,20231012,20231021.0,817647.74,767274.68,Approved,,5.68,Fixed,240,5356.29,759189.92,8084.76,True,Property,903785.84,671,Current,0,0
1552,4348,8,41,20220224,20220310.0,1176734.24,1047702.53,Approved,,7.28,Fixed,300,7593.13,896029.1,151673.43,True,Property,1709324.91,663,Current,0,0
1553,1121,7,18,20220520,20220525.0,21878.52,21129.18,Approved,,8.42,Fixed,36,666.21,15376.98,5752.2,False,,,609,Current,0,0
1554,4229,9,26,20230809,20230811.0,81684.03,74764.57,Approved,,5.99,Variable,0,,72499.43,2265.14,True,Property,162475.31,613,Delinquent,0,0
1555,901,9,46,20230203,20230218.0,225524.35,206479.92,Approved,,5.92,Variable,0,,188195.38,18284.54,True,Property,517187.04,661,Current,1,30
1556,2394,9,34,20231201,20231206.0,179436.44,168934.13,Approved,,6.27,Variable,0,,130767.53,38166.6,True,Property,279047.2,709,Current,0,0
1557,4471,7,21,20220705,20220718.0,27886.4,25295.88,Approved,,9.9,Fixed,36,815.04,24072.05,1223.83,False,,,753,Current,0,0
1558,2106,8,1,20230815,,652835.05,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,861562.1,615,,0,0
1559,4297,7,45,20230812,20230905.0,39226.97,38258.1,Approved,,11.57,Fixed,24,1793.27,35104.9,3153.2,False,,,799,Current,0,0
1560,1221,9,32,20221026,20221030.0,89175.95,82762.68,Approved,,7.01,Variable,0,,65258.2,17504.48,True,Property,171100.3,658,Delinquent,0,0
1561,4287,7,29,20230128,,44039.27,,Rejected,High Debt-to-Income Ratio,,Fixed,36,,,,False,,,678,,0,0
1562,2981,7,10,20231030,,45684.46,,Pending,,,Fixed,48,,,,False,,,620,,0,0
1563,4947,8,43,20220908,20220915.0,1161521.16,1139110.57,Approved,,6.5,Fixed,240,8492.9,906201.63,232908.94,True,Property,1458866.85,486,Current,0,0
1564,2901,8,21,20230720,20230729.0,853629.89,767869.13,Approved,,6.69,Fixed,240,5811.24,731636.15,36232.98,True,Property,1237367.82,750,Current,0,0
1565,1770,9,40,20220101,,223124.57,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,397640.13,738,,0,0
1566,751,9,19,20220805,,207179.57,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,425160.04,657,,0,0
1567,621,9,39,20220516,20220605.0,103266.5,102024.51,Approved,,6.14,Variable,0,,80339.12,21685.39,True,Property,205802.39,685,Current,0,0
1568,2616,8,23,20231126,20231223.0,710180.51,657181.46,Approved,,4.67,Fixed,240,4218.2,604798.15,52383.31,True,Property,1045180.17,721,Current,0,0
1569,3689,7,46,20231030,20231109.0,46485.34,43857.2,Approved,,6.95,Fixed,24,1962.61,42671.83,1185.37,False,,,554,Current,2,60
1570,3993,7,46,20220208,20220218.0,8839.16,7897.43,Approved,,6.29,Fixed,24,351.05,6588.7,1308.73,False,,,637,Current,2,60
1571,4740,8,37,20230121,,581243.97,,Rejected,Employment History,,Fixed,240,,,,True,Property,701021.86,743,,0,0
1572,1471,8,12,20230110,20230128.0,532660.45,508607.95,Approved,,5.65,Fixed,300,3169.02,469678.77,38929.18,True,Property,703056.1,579,Paid Off,0,0
1573,4202,9,26,20220126,20220223.0,60612.39,58568.32,Approved,,4.87,Variable,0,,53245.94,5322.38,True,Property,105272.24,703,Current,0,0
1574,856,7,13,20221129,20221206.0,18188.82,17321.73,Approved,,6.59,Fixed,60,339.65,15194.56,2127.17,False,,,571,Current,0,0
1575,1960,9,26,20220222,20220307.0,175128.41,153959.38,Approved,,4.16,Variable,0,,127614.14,26345.24,True,Property,414121.18,717,Current,0,0
1576,4407,8,36,20220625,20220712.0,775051.43,742710.33,Approved,,4.81,Fixed,300,4259.99,671491.38,71218.95,True,Property,1005085.61,677,Current,0,0
1577,2730,9,35,20221028,20221107.0,278000.37,241971.9,Approved,,5.45,Variable,0,,208049.33,33922.57,True,Property,432271.53,550,Current,0,0
1578,4291,8,10,20220125,20220218.0,935325.44,860434.9,Approved,,7.42,Fixed,300,6313.83,811106.69,49328.21,True,Property,1389870.22,773,Current,0,0
1579,771,9,34,20220708,,138012.79,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,247772.12,621,,0,0
1580,1325,9,26,20231119,,51014.73,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,109152.81,615,,0,0
1581,2412,7,1,20230329,20230421.0,34498.93,31863.64,Approved,,8.19,Fixed,60,648.98,27668.68,4194.96,False,,,696,Delinquent,0,0
1582,2871,8,32,20220405,,883670.96,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,1028195.41,771,,0,0
1583,1356,9,45,20231018,,73688.93,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,161292.02,598,,0,0
1584,2180,9,46,20230323,20230331.0,104121.79,101041.54,Approved,,5.13,Variable,0,,78437.94,22603.6,True,Property,226847.55,684,Paid Off,0,0
1585,632,8,17,20221103,20221115.0,510566.89,476803.36,Approved,,5.73,Fixed,300,2993.84,433724.88,43078.48,True,Property,743949.94,714,Delinquent,2,60
1586,3596,8,4,20220910,20220915.0,775768.68,665687.56,Approved,,6.32,Fixed,300,4420.19,591111.04,74576.52,True,Property,937962.71,735,Current,3,90
1587,1972,7,15,20230102,20230119.0,23501.22,19989.81,Approved,,7.72,Fixed,60,402.65,14050.45,5939.36,False,,,694,Current,0,0
1588,2745,8,6,20220829,20220923.0,216868.14,201637.34,Approved,,6.87,Fixed,240,1547.6,146767.33,54870.01,True,Property,292850.0,650,Current,0,0
1589,2105,7,2,20230307,,49680.32,,Rejected,Employment History,,Fixed,60,,,,False,,,613,,0,0
1590,1688,7,24,20220112,20220210.0,15451.38,14453.88,Approved,,9.95,Fixed,24,666.64,12144.6,2309.28,False,,,686,Current,0,0
1591,3093,9,6,20220724,20220812.0,271039.49,232230.48,Approved,,6.79,Variable,0,,191444.55,40785.93,True,Property,574408.94,594,Paid Off,0,0
1592,3253,9,23,20220816,,262294.43,,Pending,,,Variable,0,,,,True,Property,529556.47,446,,0,0
1593,908,9,1,20230420,20230510.0,114547.6,109023.26,Approved,,4.31,Variable,0,,97953.09,11070.17,True,Property,246055.79,714,Current,0,0
1594,4559,7,16,20230822,,20320.2,,Pending,,,Fixed,24,,,,False,,,752,,0,0
1595,1370,8,6,20230501,20230502.0,1109304.49,1101261.46,Approved,,6.29,Fixed,300,7291.94,1048795.53,52465.93,True,Property,1246066.0,490,Current,3,90
1596,2765,8,16,20231108,20231114.0,641366.49,628166.95,Approved,,4.9,Fixed,300,3635.7,573701.61,54465.34,True,Property,802780.58,599,Current,3,90
1597,471,8,19,20230101,20230110.0,438065.76,421619.94,Approved,,5.56,Fixed,300,2604.24,318359.95,103259.99,True,Property,494119.05,729,Paid Off,0,0
1598,1532,8,5,20220823,20220911.0,422014.93,396035.06,Approved,,7.0,Fixed,300,2799.09,339753.09,56281.97,True,Property,601452.2,844,Current,0,0
1599,2419,7,22,20221101,20221101.0,23812.65,23374.77,Approved,,6.02,Fixed,60,452.12,16930.53,6444.24,False,,,681,Current,0,0
1600,4768,7,28,20231121,20231204.0,37758.29,37755.82,Approved,,8.91,Fixed,60,782.1,31665.97,6089.85,False,,,621,Defaulted,0,0
1601,4086,9,1,20230202,20230203.0,79815.24,70940.53,Approved,,4.84,Variable,0,,60418.94,10521.59,True,Property,184276.77,665,Current,0,0
1602,30,9,7,20231114,20231128.0,296940.09,252905.42,Approved,,6.99,Variable,0,,209133.71,43771.71,True,Property,735620.67,789,Current,0,0
1603,4604,7,44,20230215,,15760.39,,Pending,,,Fixed,24,,,,False,,,628,,0,0
1604,2999,7,20,20220118,20220215.0,30968.16,29450.27,Approved,,8.51,Fixed,60,604.36,26326.35,3123.92,False,,,616,Current,0,0
1605,271,8,44,20221124,,788878.34,,Rejected,Incomplete Application,,Fixed,300,,,,True,Property,925429.07,641,,0,0
1606,808,8,28,20220827,,367129.86,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,465547.91,603,,0,0
1607,2988,9,43,20231012,,218798.98,,Rejected,Employment History,,Variable,0,,,,True,Property,516065.98,689,,0,0
1608,648,9,31,20220319,20220405.0,181780.46,174229.4,Approved,,4.55,Variable,0,,167458.75,6770.65,True,Property,318469.02,809,Current,0,0
1609,1872,9,15,20220930,20221022.0,109613.93,105550.95,Approved,,6.17,Variable,0,,77651.32,27899.63,True,Property,227161.43,705,Current,0,0
1610,1595,9,9,20220502,20220526.0,146774.19,136785.62,Approved,,4.47,Variable,0,,129271.3,7514.32,True,Property,277692.24,659,Current,0,0
1611,188,7,38,20221116,20221117.0,27042.9,23118.88,Approved,,6.84,Fixed,24,1033.42,19542.83,3576.05,False,,,656,Current,0,0
1612,2055,8,32,20230806,,604305.93,,Pending,,,Fixed,300,,,,True,Property,712225.26,554,,0,0
1613,4513,9,23,20220728,,130913.96,,Rejected,Employment History,,Variable,0,,,,True,Property,300222.97,750,,0,0
1614,4415,7,19,20220727,20220810.0,29286.15,25471.0,Approved,,10.0,Fixed,24,1175.36,18417.34,7053.66,False,,,673,Current,0,0
1615,4918,7,17,20230201,,22127.32,,Rejected,Low Credit Score,,Fixed,48,,,,False,,,665,,0,0
1616,4252,8,5,20220102,,1174791.32,,Rejected,Incomplete Application,,Fixed,240,,,,True,Property,1735142.7,900,,0,0
1617,4782,9,38,20230626,20230712.0,200495.12,179231.87,Approved,,7.05,Variable,0,,152788.35,26443.52,True,Property,379790.7,703,Current,0,0
1618,1791,7,48,20230322,20230404.0,47051.5,45315.46,Approved,,5.73,Fixed,36,1373.05,42267.81,3047.65,False,,,619,Current,0,0
1619,3907,9,25,20230123,20230208.0,129629.35,110966.75,Approved,,4.93,Variable,0,,99319.51,11647.24,True,Property,237529.03,645,Delinquent,0,0
1620,3386,7,31,20221212,,40739.37,,Rejected,Insufficient Income,,Fixed,36,,,,False,,,771,,0,0
1621,4631,9,9,20230822,20230913.0,173134.91,147723.91,Approved,,4.21,Variable,0,,136052.45,11671.46,True,Property,391174.89,689,Current,0,0
1622,58,9,44,20220827,,260985.58,,Pending,,,Variable,0,,,,True,Property,577232.89,564,,0,0
1623,824,7,7,20221029,20221124.0,24716.03,22409.69,Approved,,11.39,Fixed,48,583.44,20107.9,2301.79,False,,,753,Current,0,0
1624,3438,9,20,20230521,20230609.0,286350.55,263546.73,Approved,,4.53,Variable,0,,246168.42,17378.31,True,Property,646508.33,626,Current,1,30
1625,1056,8,50,20231006,20231029.0,632607.49,610474.09,Approved,,7.42,Fixed,240,4888.12,485031.96,125442.13,True,Property,941347.33,829,Defaulted,0,0
1626,239,9,26,20230712,20230805.0,106819.05,100889.31,Approved,,7.02,Variable,0,,94204.79,6684.52,True,Property,161999.28,766,Current,0,0
1627,1640,8,28,20220102,20220115.0,570396.26,523783.62,Approved,,5.91,Fixed,300,3345.99,510283.65,13499.97,True,Property,634464.8,644,Current,0,0
1628,202,8,47,20220616,20220621.0,1191574.74,1148704.63,Approved,,4.46,Fixed,300,6358.82,939717.15,208987.48,True,Property,1321424.68,782,Current,0,0
1629,4586,9,19,20220514,20220528.0,105381.33,94148.22,Approved,,6.45,Variable,0,,78497.64,15650.58,True,Property,249426.6,685,Current,0,0
1630,4150,7,47,20230716,20230813.0,36198.1,31532.31,Approved,,8.15,Fixed,24,1428.28,30093.82,1438.49,False,,,748,Current,0,0
1631,1610,7,30,20230217,20230308.0,5820.99,5587.72,Approved,,11.85,Fixed,48,146.73,5026.03,561.69,False,,,718,Current,1,30
1632,4659,9,23,20231218,20231220.0,94264.0,90747.23,Approved,,6.07,Variable,0,,85219.56,5527.67,True,Property,164805.89,612,Current,0,0
1633,763,7,16,20231216,,44541.24,,Rejected,Employment History,,Fixed,48,,,,False,,,628,,0,0
1634,1649,9,27,20220608,20220615.0,99369.41,88611.82,Approved,,5.29,Variable,0,,74008.99,14602.83,True,Property,182125.66,762,Paid Off,0,0
1635,3212,7,22,20220214,20220216.0,36463.62,35426.52,Approved,,9.62,Fixed,48,892.06,26139.02,9287.5,False,,,653,Current,0,0
1636,2492,7,48,20230227,20230328.0,6231.98,5987.11,Approved,,9.4,Fixed,36,191.51,5332.79,654.32,False,,,647,Delinquent,0,0
1637,2891,9,12,20230728,20230811.0,167164.55,148596.27,Approved,,4.71,Variable,0,,126681.74,21914.53,True,Property,353518.26,603,Current,0,0
